Unnamed: 0,Order_ID,Order_Date,Product_Name,Units_Sold,Unit_Price,Revenue
31,141265,01/01/19 16:52,Apple Airpods Headphones,1.0,150.0,150.0
32,141266,01/02/19 22:21,27in 4K Gaming Monitor,1.0,389.99,389.99
33,141267,01/09/19 08:28,Apple Airpods Headphones,1.0,150.0,150.0
34,141268,01/14/19 10:13,AA Batteries (4-pack),1.0,3.84,3.84
35,141269,01/03/19 20:05,27in 4K Gaming Monitor,1.0,389.99,389.99
36,141270,01/27/19 23:10,Wired Headphones,1.0,11.99,11.99
37,141271,01/30/19 10:51,USB-C Charging Cable,1.0,11.95,11.95
38,141272,01/12/19 13:09,AAA Batteries (4-pack),1.0,2.99,2.99
39,141273,01/29/19 12:04,Wired Headphones,2.0,11.99,23.98
40,141274,01/17/19 11:30,USB-C Charging Cable,1.0,11.95,11.95
41,141275,01/07/19 16:06,USB-C Charging Cable,1.0,11.95,11.95
42,141275,01/07/19 16:06,Wired Headphones,1.0,11.99,11.99
43,141276,01/21/19 22:23,Lightning Charging Cable,1.0,14.95,14.95
44,141277,01/13/19 19:07,Bose SoundSport Headphones,1.0,99.99,99.99
45,141278,01/26/19 12:14,Lightning Charging Cable,1.0,14.95,14.95
46,141279,01/03/19 19:10,Lightning Charging Cable,1.0,14.95,14.95
47,141280,01/20/19 16:10,AAA Batteries (4-pack),1.0,2.99,2.99
48,141281,01/05/19 16:51,Lightning Charging Cable,1.0,14.95,14.95
49,141282,01/11/19 18:10,Vareebadd Phone,1.0,400.0,400.0
50,141283,01/02/19 16:16,Flatscreen TV,1.0,300.0,300.0
51,141284,01/29/19 18:30,Wired Headphones,1.0,11.99,11.99
52,141285,01/14/19 14:13,AAA Batteries (4-pack),3.0,2.99,8.97
53,141286,01/02/19 20:33,27in 4K Gaming Monitor,1.0,389.99,389.99
54,141287,01/31/19 08:38,Bose SoundSport Headphones,1.0,99.99,99.99
55,141288,01/19/19 08:17,Macbook Pro Laptop,1.0,1700.0,1700.0
56,141289,01/28/19 11:17,20in Monitor,1.0,109.99,109.99
57,141290,01/02/19 08:25,Apple Airpods Headphones,1.0,150.0,150.0
58,141290,01/02/19 08:25,AA Batteries (4-pack),3.0,3.84,11.52
59,141291,01/26/19 18:11,AA Batteries (4-pack),1.0,3.84,3.84
60,141292,01/21/19 08:46,AAA Batteries (4-pack),1.0,2.99,2.99
61,141293,01/18/19 12:21,USB-C Charging Cable,1.0,11.95,11.95
62,141294,01/25/19 08:12,Bose SoundSport Headphones,1.0,99.99,99.99
63,141295,01/06/19 20:06,AA Batteries (4-pack),1.0,3.84,3.84
64,141296,01/20/19 00:21,USB-C Charging Cable,1.0,11.95,11.95
65,141297,01/04/19 11:09,Lightning Charging Cable,1.0,14.95,14.95
66,141298,01/21/19 13:24,Lightning Charging Cable,1.0,14.95,14.95
67,141299,01/31/19 23:23,AAA Batteries (4-pack),1.0,2.99,2.99
68,141300,01/23/19 10:21,Apple Airpods Headphones,1.0,150.0,150.0
69,141301,01/27/19 11:58,Apple Airpods Headphones,1.0,150.0,150.0
70,141302,01/18/19 20:12,AAA Batteries (4-pack),2.0,2.99,5.98
71,141303,01/19/19 09:23,AA Batteries (4-pack),1.0,3.84,3.84
72,141304,01/28/19 13:10,USB-C Charging Cable,1.0,11.95,11.95
73,141305,01/27/19 16:51,AAA Batteries (4-pack),3.0,2.99,8.97
74,141306,01/19/19 10:25,Wired Headphones,1.0,11.99,11.99
75,141307,01/11/19 11:18,AAA Batteries (4-pack),1.0,2.99,2.99
76,141308,01/12/19 12:00,27in FHD Monitor,1.0,149.99,149.99
77,141309,01/20/19 07:02,AAA Batteries (4-pack),2.0,2.99,5.98
78,141310,01/07/19 13:32,AAA Batteries (4-pack),1.0,2.99,2.99
79,141311,01/28/19 12:45,34in Ultrawide Monitor,1.0,379.99,379.99
80,141312,01/08/19 23:20,Apple Airpods Headphones,1.0,150.0,150.0
81,141313,01/09/19 15:03,Lightning Charging Cable,1.0,14.95,14.95
82,141314,01/13/19 23:51,Macbook Pro Laptop,1.0,1700.0,1700.0
83,141315,01/10/19 01:32,USB-C Charging Cable,1.0,11.95,11.95
84,141316,01/01/19 07:26,AAA Batteries (4-pack),3.0,2.99,8.97
85,141317,01/21/19 11:18,27in FHD Monitor,1.0,149.99,149.99
86,141318,01/09/19 15:21,Bose SoundSport Headphones,1.0,99.99,99.99
87,141319,01/01/19 10:43,Bose SoundSport Headphones,1.0,99.99,99.99
88,141320,01/24/19 13:37,AA Batteries (4-pack),1.0,3.84,3.84
89,141321,01/10/19 09:07,Bose SoundSport Headphones,1.0,99.99,99.99
90,141322,01/12/19 21:56,AAA Batteries (4-pack),2.0,2.99,5.98
91,141323,01/17/19 21:54,USB-C Charging Cable,1.0,11.95,11.95
92,141324,01/04/19 23:36,USB-C Charging Cable,1.0,11.95,11.95
93,141325,01/23/19 15:17,Bose SoundSport Headphones,1.0,99.99,99.99
94,141326,01/05/19 13:49,Google Phone,1.0,600.0,600.0
95,141327,01/31/19 01:38,USB-C Charging Cable,1.0,11.95,11.95
96,141328,01/06/19 23:18,ThinkPad Laptop,1.0,999.99,999.99
97,141329,01/01/19 16:01,USB-C Charging Cable,1.0,11.95,11.95
98,141330,01/21/19 13:04,Wired Headphones,1.0,11.99,11.99
99,141331,01/09/19 18:32,Flatscreen TV,1.0,300.0,300.0
100,141332,01/19/19 18:52,USB-C Charging Cable,1.0,11.95,11.95
101,141333,01/01/19 13:58,27in FHD Monitor,1.0,149.99,149.99
102,141334,01/15/19 02:05,USB-C Charging Cable,1.0,11.95,11.95
103,141335,01/12/19 18:16,AAA Batteries (4-pack),5.0,2.99,14.95
104,141336,01/09/19 18:23,iPhone,1.0,700.0,700.0
105,141337,01/09/19 09:22,Bose SoundSport Headphones,1.0,99.99,99.99
106,141338,01/29/19 16:19,AAA Batteries (4-pack),1.0,2.99,2.99
107,141339,01/28/19 12:52,AAA Batteries (4-pack),1.0,2.99,2.99
108,141340,01/27/19 14:30,Lightning Charging Cable,1.0,14.95,14.95
109,141341,01/13/19 10:09,LG Dryer,1.0,600.0,600.0
110,141342,01/26/19 21:13,Wired Headphones,1.0,11.99,11.99
111,141343,01/24/19 13:36,Bose SoundSport Headphones,1.0,99.99,99.99
112,141344,01/20/19 12:38,Apple Airpods Headphones,1.0,150.0,150.0
113,141345,01/09/19 13:55,USB-C Charging Cable,1.0,11.95,11.95
114,141346,01/14/19 13:59,Apple Airpods Headphones,1.0,150.0,150.0
115,141347,01/27/19 17:46,AA Batteries (4-pack),1.0,3.84,3.84
116,141348,01/26/19 18:56,USB-C Charging Cable,2.0,11.95,23.9
117,141349,01/03/19 20:51,Lightning Charging Cable,1.0,14.95,14.95
118,141350,01/01/19 11:17,Lightning Charging Cable,1.0,14.95,14.95
119,141351,01/24/19 17:02,USB-C Charging Cable,2.0,11.95,23.9
120,141352,01/11/19 19:07,Lightning Charging Cable,1.0,14.95,14.95
121,141353,01/26/19 10:35,USB-C Charging Cable,1.0,11.95,11.95
122,141354,01/03/19 11:12,Bose SoundSport Headphones,1.0,99.99,99.99
123,141355,01/18/19 15:24,27in 4K Gaming Monitor,1.0,389.99,389.99
124,141356,01/09/19 17:32,Lightning Charging Cable,1.0,14.95,14.95
125,141357,01/23/19 05:30,Lightning Charging Cable,1.0,14.95,14.95
126,141358,01/05/19 15:31,Lightning Charging Cable,1.0,14.95,14.95
127,141359,01/09/19 22:21,AAA Batteries (4-pack),2.0,2.99,5.98
128,141360,01/17/19 21:00,Macbook Pro Laptop,1.0,1700.0,1700.0
129,141361,01/23/19 15:39,Apple Airpods Headphones,2.0,150.0,300.0
130,141362,01/02/19 22:17,Lightning Charging Cable,1.0,14.95,14.95
131,141363,01/08/19 06:24,Wired Headphones,1.0,11.99,11.99
132,141364,01/01/19 07:46,AA Batteries (4-pack),1.0,3.84,3.84
133,141365,01/10/19 11:19,Vareebadd Phone,1.0,400.0,400.0
134,141365,01/10/19 11:19,Wired Headphones,1.0,11.99,11.99
135,141366,01/17/19 22:34,Flatscreen TV,1.0,300.0,300.0
136,141367,01/09/19 10:06,27in 4K Gaming Monitor,1.0,389.99,389.99
137,141368,01/10/19 21:39,USB-C Charging Cable,1.0,11.95,11.95
138,141369,01/21/19 21:03,Lightning Charging Cable,1.0,14.95,14.95
139,141370,01/24/19 20:53,AAA Batteries (4-pack),2.0,2.99,5.98
140,141371,01/23/19 18:34,Lightning Charging Cable,1.0,14.95,14.95
141,141372,01/26/19 10:07,AAA Batteries (4-pack),1.0,2.99,2.99
142,141373,01/20/19 13:08,27in FHD Monitor,1.0,149.99,149.99
143,141374,01/14/19 10:12,Wired Headphones,1.0,11.99,11.99
144,141375,01/10/19 13:51,27in 4K Gaming Monitor,1.0,389.99,389.99
145,141376,01/20/19 14:57,Wired Headphones,1.0,11.99,11.99
146,141377,01/20/19 15:12,Wired Headphones,1.0,11.99,11.99
147,141378,01/22/19 10:25,USB-C Charging Cable,1.0,11.95,11.95
148,141379,01/25/19 18:00,AA Batteries (4-pack),1.0,3.84,3.84
149,141380,01/17/19 18:45,USB-C Charging Cable,1.0,11.95,11.95
150,141381,01/03/19 18:22,Bose SoundSport Headphones,1.0,99.99,99.99
151,141382,01/16/19 13:50,AAA Batteries (4-pack),1.0,2.99,2.99
152,141383,01/08/19 10:01,AAA Batteries (4-pack),1.0,2.99,2.99
153,141384,01/03/19 00:14,Google Phone,1.0,600.0,600.0
154,141384,01/03/19 00:14,USB-C Charging Cable,1.0,11.95,11.95
155,141385,01/10/19 12:59,Macbook Pro Laptop,1.0,1700.0,1700.0
156,141386,01/08/19 19:27,Lightning Charging Cable,1.0,14.95,14.95
157,141387,01/17/19 11:12,AAA Batteries (4-pack),1.0,2.99,2.99
158,141388,01/22/19 10:53,Lightning Charging Cable,1.0,14.95,14.95
159,141389,01/26/19 11:07,AA Batteries (4-pack),1.0,3.84,3.84
160,141390,01/26/19 11:22,Wired Headphones,1.0,11.99,11.99
161,141391,01/31/19 10:02,Bose SoundSport Headphones,1.0,99.99,99.99
162,141392,01/25/19 13:51,Apple Airpods Headphones,1.0,150.0,150.0
163,141393,01/18/19 17:57,USB-C Charging Cable,1.0,11.95,11.95
164,141394,01/06/19 16:54,iPhone,1.0,700.0,700.0
165,141395,01/29/19 16:20,AAA Batteries (4-pack),1.0,2.99,2.99
166,141396,01/26/19 14:10,USB-C Charging Cable,1.0,11.95,11.95
167,141397,01/13/19 12:59,Lightning Charging Cable,1.0,14.95,14.95
168,141398,01/04/19 16:31,AAA Batteries (4-pack),1.0,2.99,2.99
169,141399,01/17/19 09:57,ThinkPad Laptop,1.0,999.99,999.99
170,141400,01/18/19 18:09,Lightning Charging Cable,1.0,14.95,14.95
171,141401,01/23/19 12:50,Apple Airpods Headphones,1.0,150.0,150.0
172,141402,01/07/19 12:56,AAA Batteries (4-pack),1.0,2.99,2.99
173,141403,01/26/19 16:41,Lightning Charging Cable,1.0,14.95,14.95
174,141404,01/29/19 20:06,AA Batteries (4-pack),1.0,3.84,3.84
175,141405,01/29/19 11:00,Wired Headphones,1.0,11.99,11.99
176,141406,01/28/19 12:02,USB-C Charging Cable,1.0,11.95,11.95
177,141407,01/01/19 16:06,Apple Airpods Headphones,1.0,150.0,150.0
178,141408,01/07/19 13:25,Apple Airpods Headphones,1.0,150.0,150.0
179,141409,01/01/19 21:49,Bose SoundSport Headphones,1.0,99.99,99.99
180,141410,01/03/19 22:02,27in FHD Monitor,1.0,149.99,149.99
181,141411,01/15/19 05:35,Wired Headphones,1.0,11.99,11.99
182,141412,01/14/19 17:16,AA Batteries (4-pack),2.0,3.84,7.68
183,141413,01/24/19 17:54,AA Batteries (4-pack),1.0,3.84,3.84
184,141414,01/26/19 03:38,Google Phone,1.0,600.0,600.0
185,141415,01/12/19 19:02,Wired Headphones,1.0,11.99,11.99
186,141416,01/02/19 13:37,AAA Batteries (4-pack),1.0,2.99,2.99
187,141417,01/03/19 08:21,Bose SoundSport Headphones,1.0,99.99,99.99
188,141418,01/10/19 12:48,Apple Airpods Headphones,1.0,150.0,150.0
189,141419,01/22/19 11:53,Wired Headphones,1.0,11.99,11.99
190,141420,01/09/19 12:19,Lightning Charging Cable,2.0,14.95,29.9
191,141421,01/24/19 13:18,Flatscreen TV,1.0,300.0,300.0
192,141422,01/16/19 22:23,Apple Airpods Headphones,1.0,150.0,150.0
193,141423,01/06/19 13:41,Lightning Charging Cable,2.0,14.95,29.9
194,141424,01/13/19 19:49,Apple Airpods Headphones,1.0,150.0,150.0
195,141425,01/19/19 14:59,Wired Headphones,1.0,11.99,11.99
196,141426,01/12/19 12:57,Google Phone,1.0,600.0,600.0
197,141427,01/16/19 14:44,USB-C Charging Cable,1.0,11.95,11.95
198,141428,01/22/19 10:06,AA Batteries (4-pack),1.0,3.84,3.84
199,141429,01/21/19 06:04,Apple Airpods Headphones,1.0,150.0,150.0
200,141430,01/23/19 21:37,34in Ultrawide Monitor,1.0,379.99,379.99
201,141431,01/04/19 07:16,USB-C Charging Cable,1.0,11.95,11.95
202,141432,01/18/19 22:38,USB-C Charging Cable,1.0,11.95,11.95
203,141433,01/15/19 20:08,Google Phone,1.0,600.0,600.0
204,141434,01/13/19 19:03,27in 4K Gaming Monitor,1.0,389.99,389.99
205,141435,01/15/19 10:55,USB-C Charging Cable,1.0,11.95,11.95
206,141436,01/03/19 07:59,Bose SoundSport Headphones,1.0,99.99,99.99
207,141437,01/10/19 15:40,iPhone,1.0,700.0,700.0
208,141438,01/29/19 17:36,Wired Headphones,2.0,11.99,23.98
209,141439,01/09/19 20:49,Flatscreen TV,1.0,300.0,300.0
210,141440,01/31/19 23:10,Google Phone,1.0,600.0,600.0
211,141441,01/20/19 19:08,AA Batteries (4-pack),1.0,3.84,3.84
212,141442,01/06/19 10:27,Google Phone,1.0,600.0,600.0
213,141443,01/15/19 19:22,Lightning Charging Cable,1.0,14.95,14.95
214,141444,01/22/19 22:56,AAA Batteries (4-pack),1.0,2.99,2.99
215,141445,01/23/19 21:37,USB-C Charging Cable,1.0,11.95,11.95
216,141446,01/16/19 20:03,Bose SoundSport Headphones,1.0,99.99,99.99
217,141447,01/15/19 21:14,AAA Batteries (4-pack),1.0,2.99,2.99
218,141448,01/07/19 15:50,Bose SoundSport Headphones,1.0,99.99,99.99
219,141449,01/25/19 15:41,USB-C Charging Cable,1.0,11.95,11.95
220,141450,01/12/19 11:16,Google Phone,1.0,600.0,600.0
221,141450,01/12/19 11:16,Bose SoundSport Headphones,1.0,99.99,99.99
222,141451,01/18/19 18:01,AA Batteries (4-pack),1.0,3.84,3.84
223,141452,01/16/19 13:37,Bose SoundSport Headphones,1.0,99.99,99.99
224,141453,01/06/19 13:09,Macbook Pro Laptop,1.0,1700.0,1700.0
225,141454,01/12/19 21:43,Bose SoundSport Headphones,1.0,99.99,99.99
226,141455,01/06/19 09:26,Apple Airpods Headphones,1.0,150.0,150.0
227,141456,01/05/19 13:28,AAA Batteries (4-pack),1.0,2.99,2.99
228,141457,01/09/19 22:11,iPhone,1.0,700.0,700.0
229,141457,01/09/19 22:11,Apple Airpods Headphones,1.0,150.0,150.0
230,141458,01/29/19 01:12,iPhone,1.0,700.0,700.0
231,141459,01/07/19 13:20,AAA Batteries (4-pack),1.0,2.99,2.99
232,141460,01/26/19 17:29,iPhone,1.0,700.0,700.0
233,141461,01/02/19 10:34,Lightning Charging Cable,1.0,14.95,14.95
234,141462,01/30/19 23:34,Wired Headphones,1.0,11.99,11.99
235,141463,01/22/19 18:14,Apple Airpods Headphones,1.0,150.0,150.0
236,141464,01/31/19 01:03,AA Batteries (4-pack),2.0,3.84,7.68
237,141465,01/30/19 11:24,Lightning Charging Cable,1.0,14.95,14.95
238,141466,01/24/19 16:09,AAA Batteries (4-pack),2.0,2.99,5.98
239,141467,01/22/19 19:48,Bose SoundSport Headphones,1.0,99.99,99.99
240,141468,01/07/19 15:21,Flatscreen TV,1.0,300.0,300.0
241,141469,01/02/19 07:44,Flatscreen TV,1.0,300.0,300.0
242,141470,01/09/19 17:29,AAA Batteries (4-pack),1.0,2.99,2.99
243,141471,01/17/19 14:21,Apple Airpods Headphones,1.0,150.0,150.0
244,141472,01/27/19 07:05,iPhone,1.0,700.0,700.0
245,141473,01/11/19 16:48,iPhone,1.0,700.0,700.0
246,141474,01/17/19 22:58,Apple Airpods Headphones,1.0,150.0,150.0
247,141475,01/07/19 08:41,Lightning Charging Cable,1.0,14.95,14.95
248,141476,01/06/19 15:38,iPhone,1.0,700.0,700.0
249,141477,01/20/19 09:24,AA Batteries (4-pack),1.0,3.84,3.84
250,141478,01/26/19 13:32,Google Phone,1.0,600.0,600.0
251,141478,01/26/19 13:32,Apple Airpods Headphones,1.0,150.0,150.0
252,141479,01/12/19 19:24,Bose SoundSport Headphones,1.0,99.99,99.99
253,141480,01/20/19 12:32,AA Batteries (4-pack),2.0,3.84,7.68
254,141481,01/26/19 22:19,AA Batteries (4-pack),1.0,3.84,3.84
255,141482,01/28/19 13:10,USB-C Charging Cable,1.0,11.95,11.95
256,141483,01/21/19 15:57,Flatscreen TV,1.0,300.0,300.0
257,141484,01/29/19 21:06,USB-C Charging Cable,1.0,11.95,11.95
258,141485,01/07/19 21:06,27in 4K Gaming Monitor,1.0,389.99,389.99
259,141486,01/14/19 13:29,USB-C Charging Cable,1.0,11.95,11.95
260,141487,01/19/19 18:28,Bose SoundSport Headphones,1.0,99.99,99.99
261,141488,01/13/19 14:33,Bose SoundSport Headphones,1.0,99.99,99.99
262,141489,01/04/19 11:21,AAA Batteries (4-pack),2.0,2.99,5.98
263,141490,01/24/19 09:54,27in FHD Monitor,1.0,149.99,149.99
264,141491,01/25/19 11:10,Bose SoundSport Headphones,1.0,99.99,99.99
265,141492,01/18/19 09:23,20in Monitor,1.0,109.99,109.99
266,141493,01/02/19 11:26,34in Ultrawide Monitor,1.0,379.99,379.99
267,141494,01/07/19 00:40,AA Batteries (4-pack),2.0,3.84,7.68
268,141495,01/19/19 18:02,Macbook Pro Laptop,1.0,1700.0,1700.0
269,141496,01/31/19 16:21,Wired Headphones,1.0,11.99,11.99
270,141497,01/29/19 18:07,Wired Headphones,1.0,11.99,11.99
271,141498,01/08/19 07:31,AA Batteries (4-pack),1.0,3.84,3.84
272,141499,01/19/19 15:17,Google Phone,1.0,600.0,600.0
273,141500,01/12/19 11:56,Google Phone,1.0,600.0,600.0
274,141501,01/25/19 12:38,AA Batteries (4-pack),1.0,3.84,3.84
275,141502,01/08/19 20:07,AA Batteries (4-pack),2.0,3.84,7.68
276,141503,01/03/19 19:54,27in 4K Gaming Monitor,1.0,389.99,389.99
277,141504,01/13/19 13:37,iPhone,1.0,700.0,700.0
278,141505,01/05/19 06:59,27in 4K Gaming Monitor,1.0,389.99,389.99
279,141506,01/24/19 19:03,Google Phone,1.0,600.0,600.0
280,141507,01/19/19 20:07,Apple Airpods Headphones,1.0,150.0,150.0
281,141508,01/18/19 19:11,USB-C Charging Cable,1.0,11.95,11.95
282,141509,01/16/19 11:11,Lightning Charging Cable,1.0,14.95,14.95
283,141510,01/16/19 14:32,Wired Headphones,2.0,11.99,23.98
284,141511,01/14/19 16:57,27in 4K Gaming Monitor,1.0,389.99,389.99
285,141512,01/08/19 20:12,Lightning Charging Cable,1.0,14.95,14.95
286,141513,01/18/19 22:22,Apple Airpods Headphones,1.0,150.0,150.0
287,141514,01/27/19 21:26,Google Phone,1.0,600.0,600.0
288,141515,01/12/19 16:34,34in Ultrawide Monitor,1.0,379.99,379.99
289,141516,01/17/19 19:53,LG Washing Machine,1.0,600.0,600.0
290,141517,01/13/19 14:14,iPhone,1.0,700.0,700.0
291,141518,01/01/19 11:41,Lightning Charging Cable,1.0,14.95,14.95
292,141519,01/18/19 17:16,Lightning Charging Cable,1.0,14.95,14.95
293,141520,01/15/19 11:24,iPhone,1.0,700.0,700.0
294,141521,01/06/19 11:19,Wired Headphones,1.0,11.99,11.99
295,141522,01/02/19 23:35,27in FHD Monitor,1.0,149.99,149.99
296,141523,01/02/19 13:17,Google Phone,1.0,600.0,600.0
297,141524,01/11/19 13:18,USB-C Charging Cable,1.0,11.95,11.95
298,141525,01/07/19 04:31,AAA Batteries (4-pack),2.0,2.99,5.98
299,141526,01/21/19 22:12,AA Batteries (4-pack),2.0,3.84,7.68
300,141527,01/25/19 18:52,Apple Airpods Headphones,1.0,150.0,150.0
301,141528,01/11/19 02:13,AAA Batteries (4-pack),3.0,2.99,8.97
302,141529,01/13/19 12:55,Bose SoundSport Headphones,1.0,99.99,99.99
303,141530,01/19/19 18:13,AAA Batteries (4-pack),1.0,2.99,2.99
304,141531,01/15/19 18:03,Flatscreen TV,1.0,300.0,300.0
305,141532,01/12/19 08:44,Lightning Charging Cable,1.0,14.95,14.95
306,141533,01/01/19 13:34,34in Ultrawide Monitor,1.0,379.99,379.99
307,141534,01/05/19 10:02,Bose SoundSport Headphones,1.0,99.99,99.99
308,141535,01/03/19 10:59,Wired Headphones,1.0,11.99,11.99
309,141536,01/30/19 16:35,AAA Batteries (4-pack),1.0,2.99,2.99
310,141537,01/06/19 09:37,Lightning Charging Cable,1.0,14.95,14.95
311,141538,01/12/19 15:38,27in FHD Monitor,1.0,149.99,149.99
312,141539,01/16/19 15:22,27in FHD Monitor,1.0,149.99,149.99
313,141540,01/10/19 14:07,Apple Airpods Headphones,1.0,150.0,150.0
314,141541,01/27/19 22:39,AAA Batteries (4-pack),1.0,2.99,2.99
315,141542,01/20/19 18:33,AA Batteries (4-pack),1.0,3.84,3.84
316,141543,01/25/19 10:48,Lightning Charging Cable,1.0,14.95,14.95
317,141544,01/03/19 18:32,Lightning Charging Cable,1.0,14.95,14.95
318,141545,01/16/19 20:17,Google Phone,1.0,600.0,600.0
319,141546,01/22/19 02:39,20in Monitor,1.0,109.99,109.99
320,141547,01/12/19 10:26,USB-C Charging Cable,2.0,11.95,23.9
321,141548,01/11/19 23:00,Lightning Charging Cable,1.0,14.95,14.95
322,141549,01/15/19 10:53,27in FHD Monitor,1.0,149.99,149.99
323,141550,01/31/19 10:58,iPhone,1.0,700.0,700.0
324,141550,01/31/19 10:58,Apple Airpods Headphones,2.0,150.0,300.0
325,141550,01/31/19 10:58,Wired Headphones,1.0,11.99,11.99
326,141551,01/19/19 16:39,Lightning Charging Cable,2.0,14.95,29.9
327,141552,01/10/19 10:40,Bose SoundSport Headphones,1.0,99.99,99.99
328,141553,01/27/19 00:07,Bose SoundSport Headphones,1.0,99.99,99.99
329,141554,01/04/19 12:57,USB-C Charging Cable,1.0,11.95,11.95
330,141555,01/15/19 10:18,AAA Batteries (4-pack),3.0,2.99,8.97
331,141556,01/29/19 10:07,USB-C Charging Cable,1.0,11.95,11.95
332,141557,01/23/19 22:54,Lightning Charging Cable,1.0,14.95,14.95
333,141558,01/01/19 12:14,27in 4K Gaming Monitor,1.0,389.99,389.99
334,141559,01/26/19 22:08,Wired Headphones,1.0,11.99,11.99
335,141560,01/09/19 13:34,34in Ultrawide Monitor,1.0,379.99,379.99
336,141561,01/09/19 17:19,Wired Headphones,1.0,11.99,11.99
337,141562,01/29/19 12:47,Bose SoundSport Headphones,1.0,99.99,99.99
338,141563,01/15/19 15:52,USB-C Charging Cable,1.0,11.95,11.95
339,141564,01/29/19 11:03,Apple Airpods Headphones,1.0,150.0,150.0
340,141565,01/13/19 06:05,Wired Headphones,1.0,11.99,11.99
341,141566,01/13/19 18:41,27in FHD Monitor,1.0,149.99,149.99
342,141567,01/09/19 20:37,Lightning Charging Cable,1.0,14.95,14.95
343,141568,01/26/19 20:30,ThinkPad Laptop,1.0,999.99,999.99
344,141569,01/11/19 11:15,Macbook Pro Laptop,1.0,1700.0,1700.0
345,141570,01/11/19 16:49,USB-C Charging Cable,1.0,11.95,11.95
346,141571,01/21/19 23:01,Lightning Charging Cable,1.0,14.95,14.95
347,141572,01/13/19 23:51,AAA Batteries (4-pack),1.0,2.99,2.99
348,141573,01/04/19 17:39,Lightning Charging Cable,1.0,14.95,14.95
349,141574,01/19/19 16:56,Lightning Charging Cable,1.0,14.95,14.95
350,141575,01/07/19 10:42,USB-C Charging Cable,1.0,11.95,11.95
351,141576,01/05/19 20:21,Apple Airpods Headphones,1.0,150.0,150.0
352,141577,01/30/19 20:19,Flatscreen TV,1.0,300.0,300.0
353,141578,01/24/19 05:51,Bose SoundSport Headphones,1.0,99.99,99.99
354,141579,01/23/19 16:11,Lightning Charging Cable,1.0,14.95,14.95
355,141580,01/28/19 11:02,AA Batteries (4-pack),1.0,3.84,3.84
356,141581,01/28/19 20:50,Apple Airpods Headphones,1.0,150.0,150.0
357,141582,01/15/19 01:45,iPhone,1.0,700.0,700.0
358,141583,01/30/19 12:48,USB-C Charging Cable,1.0,11.95,11.95
359,141584,01/14/19 16:51,Macbook Pro Laptop,1.0,1700.0,1700.0
360,141585,01/11/19 10:04,AA Batteries (4-pack),2.0,3.84,7.68
361,141586,01/26/19 20:16,Lightning Charging Cable,1.0,14.95,14.95
362,141587,01/29/19 15:14,USB-C Charging Cable,1.0,11.95,11.95
363,141587,01/29/19 15:14,Apple Airpods Headphones,1.0,150.0,150.0
364,141588,01/03/19 01:43,AA Batteries (4-pack),1.0,3.84,3.84
365,141589,01/10/19 13:56,Wired Headphones,1.0,11.99,11.99
